0	164.91
1	164.63
10	150.59
11	151.01
12	152.23
13	152.84
14	153.40
15	153.72
16	152.95
17	152.10
18	151.54
19	151.54
2	164.21
20	155.70
21	161.12
22	163.84
23	165.02
3	164.45
4	163.91
5	162.23
6	159.49
7	156.42
8	153.91
9	151.56
