Ahmedabad	332.57
Aizawl	40.11
Amaravati	98.65
Amritsar	120.00
Bengaluru	95.61
Bhopal	132.61
Brajrajnagar	141.30
Chandigarh	97.40
Chennai	114.25
Coimbatore	80.30
Delhi	258.66
Ernakulam	95.76
Gurugram	205.55
Guwahati	139.72
Hyderabad	109.80
Jaipur	133.54
Jorapokhar	143.36
Kochi	105.08
Kolkata	138.87
Lucknow	211.37
Mumbai	112.21
Patna	204.44
Shillong	76.34
Talcher	157.69
Thiruvananthapuram	78.98
Visakhapatnam	117.32
